Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
P2011_DANRE	P2011_DANRE	515	P06621_refseq_selected_blast_msa	-	368	6.5e-15	59.8	0.1	1	2	1.9e-09	1.0e-06	32.8133926391602	0.01	60	139	130	213	87	238	0.84	N-fatty-acyl-amino acid synthase/hydrolase PM20D1.1		0
P2011_DANRE	P2011_DANRE	515	P06621_refseq_selected_blast_msa	-	368	6.5e-15	59.8	0.1	2	2	9.7e-07	0.00053	23.884147644043	0.04	218	289	352	418	339	452	0.84	N-fatty-acyl-amino acid synthase/hydrolase PM20D1.1		0
PEPT_STAA1	PEPT_STAA1	408	P06621_refseq_selected_blast_msa	-	368	7.0e-15	59.7	0.0	1	1	9.4e-16	5.1e-13	53.5482711791992	0.00	87	366	131	402	124	404	0.84	Peptidase T		0
PEPT_STAAM	PEPT_STAAM	408	P06621_refseq_selected_blast_msa	-	368	7.0e-15	59.7	0.0	1	1	9.4e-16	5.1e-13	53.5482711791992	0.00	87	366	131	402	124	404	0.84	Peptidase T		0
PEPT_STAA2	PEPT_STAA2	408	P06621_refseq_selected_blast_msa	-	368	7.0e-15	59.7	0.0	1	1	9.4e-16	5.1e-13	53.5482711791992	0.00	87	366	131	402	124	404	0.84	Peptidase T		0
PEPT_STAA9	PEPT_STAA9	408	P06621_refseq_selected_blast_msa	-	368	7.0e-15	59.7	0.0	1	1	9.4e-16	5.1e-13	53.5482711791992	0.00	87	366	131	402	124	404	0.84	Peptidase T		0
PEPT_STAAN	PEPT_STAAN	408	P06621_refseq_selected_blast_msa	-	368	7.0e-15	59.7	0.0	1	1	9.4e-16	5.1e-13	53.5482711791992	0.00	87	366	131	402	124	404	0.84	Peptidase T		0
PEPT_SHESH	PEPT_SHESH	409	P06621_refseq_selected_blast_msa	-	368	7.5e-15	59.6	0.0	1	1	4.1e-15	2.2e-12	51.4392738342285	0.00	82	361	125	396	120	401	0.80	Peptidase T		0
P20D1_HUMAN	P20D1_HUMAN	502	P06621_refseq_selected_blast_msa	-	368	8.2e-15	59.5	0.0	1	2	1.4e-09	7.6e-07	33.2471923828125	0.00	9	143	64	201	61	222	0.77	N-fatty-acyl-amino acid synthase/hydrolase PM20D1		0
P20D1_HUMAN	P20D1_HUMAN	502	P06621_refseq_selected_blast_msa	-	368	8.2e-15	59.5	0.0	2	2	2.2e-06	0.0012	22.7159938812256	0.02	212	312	329	426	320	446	0.71	N-fatty-acyl-amino acid synthase/hydrolase PM20D1		0
PEPT_STAAR	PEPT_STAAR	408	P06621_refseq_selected_blast_msa	-	368	8.4e-15	59.4	0.0	1	1	1.0e-15	5.7e-13	53.3932838439941	0.00	87	365	131	401	121	404	0.84	Peptidase T		0
PEPT_LACHE	PEPT_LACHE	413	P06621_refseq_selected_blast_msa	-	368	8.5e-15	59.4	0.0	1	1	3.3e-17	1.8e-14	58.3549919128418	0.01	84	364	132	404	127	407	0.85	Peptidase T		0
Y614_RHIME	Y614_RHIME	408	P06621_refseq_selected_blast_msa	-	368	8.6e-15	59.4	0.0	1	2	0.0056	3.1	11.5103569030762	0.00	19	74	32	84	14	95	0.86	Peptidase T-like protein RB0614		0
Y614_RHIME	Y614_RHIME	408	P06621_refseq_selected_blast_msa	-	368	8.6e-15	59.4	0.0	2	2	1.6e-12	8.6e-10	42.9374923706055	0.02	88	364	134	401	125	404	0.78	Peptidase T-like protein RB0614		0
PEPT_STAAB	PEPT_STAAB	408	P06621_refseq_selected_blast_msa	-	368	9.2e-15	59.3	0.0	1	1	9.4e-16	5.1e-13	53.5482711791992	0.00	87	366	131	402	124	404	0.84	Peptidase T		0
PEPT_STAA8	PEPT_STAA8	408	P06621_refseq_selected_blast_msa	-	368	1.4e-14	58.7	0.0	1	1	9.4e-16	5.1e-13	53.5482711791992	0.00	87	366	131	402	124	404	0.84	Peptidase T		0
PEPT_STAAT	PEPT_STAAT	408	P06621_refseq_selected_blast_msa	-	368	1.4e-14	58.7	0.0	1	1	9.4e-16	5.1e-13	53.5482711791992	0.00	87	366	131	402	124	404	0.84	Peptidase T		0
PEPT_STAAW	PEPT_STAAW	408	P06621_refseq_selected_blast_msa	-	368	1.4e-14	58.7	0.0	1	1	9.4e-16	5.1e-13	53.5482711791992	0.00	87	366	131	402	124	404	0.84	Peptidase T		0
PEPT_STAA3	PEPT_STAA3	408	P06621_refseq_selected_blast_msa	-	368	1.4e-14	58.7	0.0	1	1	9.4e-16	5.1e-13	53.5482711791992	0.00	87	366	131	402	124	404	0.84	Peptidase T		0
PEPT_STAAE	PEPT_STAAE	408	P06621_refseq_selected_blast_msa	-	368	1.4e-14	58.7	0.0	1	1	9.4e-16	5.1e-13	53.5482711791992	0.00	87	366	131	402	124	404	0.84	Peptidase T		0
PEPT_STAAC	PEPT_STAAC	408	P06621_refseq_selected_blast_msa	-	368	1.4e-14	58.7	0.0	1	1	9.4e-16	5.1e-13	53.5482711791992	0.00	87	366	131	402	124	404	0.84	Peptidase T		0
PEPT_STAAS	PEPT_STAAS	408	P06621_refseq_selected_blast_msa	-	368	1.4e-14	58.7	0.0	1	1	9.4e-16	5.1e-13	53.5482711791992	0.00	87	366	131	402	124	404	0.84	Peptidase T		0
PEPT_ALIF1	PEPT_ALIF1	409	P06621_refseq_selected_blast_msa	-	368	2.1e-14	58.1	0.0	1	1	4.5e-16	2.5e-13	54.5936050415039	0.04	84	362	128	398	123	402	0.85	Peptidase T		0
PEPT_LACLH	PEPT_LACLH	413	P06621_refseq_selected_blast_msa	-	368	2.5e-14	57.9	0.0	1	1	1.0e-14	5.4e-12	50.1762390136719	0.01	85	365	132	405	126	407	0.84	Peptidase T		0
P2012_DANRE	P2012_DANRE	522	P06621_refseq_selected_blast_msa	-	368	2.5e-14	57.9	0.0	1	2	1.1e-08	6.0e-06	30.290958404541	0.01	63	147	135	223	108	298	0.83	N-fatty-acyl-amino acid synthase/hydrolase PM20D1.2		0
P2012_DANRE	P2012_DANRE	522	P06621_refseq_selected_blast_msa	-	368	2.5e-14	57.9	0.0	2	2	6.2e-07	0.00033	24.5408210754395	0.01	218	295	354	426	339	448	0.86	N-fatty-acyl-amino acid synthase/hydrolase PM20D1.2		0
PEPT2_LACLC	PEPT2_LACLC	413	P06621_refseq_selected_blast_msa	-	368	2.6e-14	57.8	0.1	1	1	1.0e-14	5.6e-12	50.1352272033691	0.01	85	365	132	405	126	407	0.85	Peptidase T		0
PEPT_LACLS	PEPT_LACLS	413	P06621_refseq_selected_blast_msa	-	368	2.6e-14	57.8	0.1	1	1	1.0e-14	5.6e-12	50.1352272033691	0.01	85	365	132	405	126	407	0.85	Peptidase T		0
PEPT_LACLM	PEPT_LACLM	413	P06621_refseq_selected_blast_msa	-	368	2.6e-14	57.8	0.1	1	1	1.0e-14	5.6e-12	50.1352272033691	0.01	85	365	132	405	126	407	0.85	Peptidase T		0
PEPT_LACLL	PEPT_LACLL	413	P06621_refseq_selected_blast_msa	-	368	3.0e-14	57.6	0.0	1	1	1.2e-14	6.6e-12	49.8887672424316	0.01	85	365	132	405	126	407	0.84	Peptidase T		0
PEPT_LACLA	PEPT_LACLA	413	P06621_refseq_selected_blast_msa	-	368	3.0e-14	57.6	0.0	1	1	1.2e-14	6.6e-12	49.8887672424316	0.01	85	365	132	405	126	407	0.84	Peptidase T		0
Y100_SYNY3	Y100_SYNY3	393	P06621_refseq_selected_blast_msa	-	368	3.3e-14	57.5	0.0	1	1	1.2e-16	6.5e-14	56.5069389343262	0.02	111	320	115	333	107	350	0.80	Probable hydrolase sll0100		0
PEPT_LACLC	PEPT_LACLC	413	P06621_refseq_selected_blast_msa	-	368	3.9e-14	57.2	0.0	1	1	1.6e-14	8.5e-12	49.537353515625	0.01	85	365	132	405	126	407	0.84	Peptidase T		0
PEPT_VIBA3	PEPT_VIBA3	410	P06621_refseq_selected_blast_msa	-	368	4.1e-14	57.2	0.0	1	1	3.5e-16	1.9e-13	54.980094909668	0.02	85	365	129	401	124	404	0.84	Peptidase T		0
LYSK_THEKO	LYSK_THEKO	344	P06621_refseq_selected_blast_msa	-	368	5.4e-14	56.8	0.0	1	1	1.9e-16	1.0e-13	55.824951171875	0.01	2	179	8	158	7	186	0.83	Putative [LysW]-lysine/[LysW]-ornithine hydrolase		0
PEPT_ALISL	PEPT_ALISL	409	P06621_refseq_selected_blast_msa	-	368	6.4e-14	56.5	0.0	1	1	6.9e-16	3.7e-13	53.9946823120117	0.01	84	362	128	398	121	402	0.85	Peptidase T		0
SCMP_BACSU	SCMP_BACSU	380	P06621_refseq_selected_blast_msa	-	368	6.4e-14	56.5	0.6	1	1	1.5e-16	8.4e-14	56.1265296936035	0.56	108	339	108	345	30	373	0.82	N-acetylcysteine deacetylase	1ysj_A	0
P20D2_XENTR	P20D2_XENTR	443	P06621_refseq_selected_blast_msa	-	368	8.0e-14	56.2	0.0	1	1	1.9e-16	1.1e-13	55.8018989562988	0.03	103	310	126	331	124	404	0.80	Peptidase M20 domain-containing protein 2		0
ABGB_ECOLI	ABGB_ECOLI	481	P06621_refseq_selected_blast_msa	-	368	8.6e-14	56.1	0.2	1	1	5.1e-16	2.8e-13	54.4291534423828	0.20	25	290	40	305	38	321	0.82	p-aminobenzoyl-glutamate hydrolase subunit B		0
PEPT_PHOPR	PEPT_PHOPR	409	P06621_refseq_selected_blast_msa	-	368	1.1e-13	55.8	0.0	1	1	1.6e-14	8.9e-12	49.4615020751953	0.01	82	365	126	401	121	404	0.81	Peptidase T		0
P20D1_BOVIN	P20D1_BOVIN	503	P06621_refseq_selected_blast_msa	-	368	2.0e-13	54.9	0.0	1	2	1.2e-08	6.5e-06	30.1758632659912	0.00	20	160	75	220	62	282	0.69	N-fatty-acyl-amino acid synthase/hydrolase PM20D1		0
P20D1_BOVIN	P20D1_BOVIN	503	P06621_refseq_selected_blast_msa	-	368	2.0e-13	54.9	0.0	2	2	4.2e-06	0.0023	21.7835006713867	0.02	212	293	330	406	320	428	0.82	N-fatty-acyl-amino acid synthase/hydrolase PM20D1		0
AMAB1_GEOSE	AMAB1_GEOSE	409	P06621_refseq_selected_blast_msa	-	368	2.1e-13	54.8	0.7	1	2	0.00058	0.32	14.7529811859131	0.10	72	136	81	127	28	140	0.79	N-carbamoyl-L-amino acid hydrolase		0
AMAB1_GEOSE	AMAB1_GEOSE	409	P06621_refseq_selected_blast_msa	-	368	2.1e-13	54.8	0.7	2	2	3.1e-10	1.7e-07	35.4063987731934	0.05	156	322	195	359	190	382	0.77	N-carbamoyl-L-amino acid hydrolase		0
P20D2_MOUSE	P20D2_MOUSE	431	P06621_refseq_selected_blast_msa	-	368	2.9e-13	54.3	0.0	1	1	8.0e-16	4.4e-13	53.7765769958496	0.01	103	306	129	330	127	347	0.83	Peptidase M20 domain-containing protein 2		0
CBPX2_SACS2	CBPX2_SACS2	393	P06621_refseq_selected_blast_msa	-	368	3.3e-13	54.2	0.0	1	1	1.1e-15	5.8e-13	53.3756675720215	0.01	25	321	39	337	34	345	0.81	Thermostable carboxypeptidase 2		0
HYUC_PSESN	HYUC_PSESN	414	P06621_refseq_selected_blast_msa	-	368	3.8e-13	54.0	0.1	1	1	1.9e-12	1.0e-09	42.6543045043945	0.00	167	364	211	409	202	412	0.87	N-carbamoyl-L-amino-acid hydrolase		0
ILL4_ARATH	ILL4_ARATH	440	P06621_refseq_selected_blast_msa	-	368	4.6e-13	53.7	0.0	1	1	1.4e-15	7.4e-13	53.0142555236816	0.02	105	297	141	343	135	365	0.82	IAA-amino acid hydrolase ILR1-like 4		0
CBPS1_DICDI	CBPS1_DICDI	485	P06621_refseq_selected_blast_msa	-	368	4.7e-13	53.7	0.0	1	2	9.1e-09	5.0e-06	30.5561923980713	0.00	60	150	101	194	62	200	0.83	Probable carboxypeptidase S-like 1		0
CBPS1_DICDI	CBPS1_DICDI	485	P06621_refseq_selected_blast_msa	-	368	4.7e-13	53.7	0.0	2	2	7.3e-06	0.004	21.0084533691406	0.00	214	286	299	366	291	394	0.78	Probable carboxypeptidase S-like 1		0
PEPT_LACSS	PEPT_LACSS	413	P06621_refseq_selected_blast_msa	-	368	5.1e-13	53.5	0.8	1	1	2.8e-15	1.5e-12	52.0051422119141	0.40	84	363	133	404	129	407	0.81	Peptidase T		0
HYUC_PAEAU	HYUC_PAEAU	412	P06621_refseq_selected_blast_msa	-	368	5.3e-13	53.5	3.2	1	2	0.00051	0.28	14.9295644760132	0.04	94	143	89	137	81	161	0.88	N-carbamoyl-L-amino-acid hydrolase		0
HYUC_PAEAU	HYUC_PAEAU	412	P06621_refseq_selected_blast_msa	-	368	5.3e-13	53.5	3.2	2	2	3.9e-11	2.1e-08	38.3630561828613	0.82	166	366	208	408	197	410	0.81	N-carbamoyl-L-amino-acid hydrolase		0
DUG1_SCHPO	DUG1_SCHPO	476	P06621_refseq_selected_blast_msa	-	368	9.3e-13	52.7	0.0	1	1	1.6e-13	8.5e-11	46.2380218505859	0.00	3	189	21	231	19	233	0.77	Cys-Gly metallodipeptidase dug1		0
CBPX1_SACS2	CBPX1_SACS2	393	P06621_refseq_selected_blast_msa	-	368	1.0e-12	52.6	0.0	1	1	3.8e-15	2.0e-12	51.5672492980957	0.01	26	322	40	338	34	357	0.79	Thermostable carboxypeptidase 1		0
DUG2_YEAST	DUG2_YEAST	878	P06621_refseq_selected_blast_msa	-	368	1.1e-12	52.4	0.0	1	1	3.9e-13	2.1e-10	44.9506568908691	0.00	50	146	500	599	437	603	0.88	Probable di- and tripeptidase DUG2		0
HIPO_CAMJE	HIPO_CAMJE	383	P06621_refseq_selected_blast_msa	-	368	1.5e-12	52.0	0.0	1	1	5.5e-15	3.0e-12	51.019718170166	0.01	25	308	35	317	32	323	0.80	Hippurate hydrolase		0
CNDP2_HUMAN	CNDP2_HUMAN	475	P06621_refseq_selected_blast_msa	-	368	2.0e-12	51.6	0.0	1	1	3.6e-14	2.0e-11	48.3275146484375	0.00	2	145	19	178	18	238	0.83	Cytosolic non-specific dipeptidase	4ruh_B	0
CNDP2_BOVIN	CNDP2_BOVIN	475	P06621_refseq_selected_blast_msa	-	368	4.0e-12	50.6	0.0	1	1	3.1e-13	1.7e-10	45.2776069641113	0.01	2	146	19	179	18	221	0.82	Cytosolic non-specific dipeptidase		0
DUG1_CANAL	DUG1_CANAL	485	P06621_refseq_selected_blast_msa	-	368	4.8e-12	50.3	0.0	1	1	2.9e-13	1.6e-10	45.3446578979492	0.00	3	150	28	195	26	242	0.76	Cys-Gly metallodipeptidase DUG1		0
PEPD_ECOLI	PEPD_ECOLI	485	P06621_refseq_selected_blast_msa	-	368	6.0e-12	50.0	0.0	1	3	4.4e-07	0.00024	25.0305194854736	0.03	7	174	18	183	13	191	0.73	Cytosol non-specific dipeptidase		0
PEPD_ECOLI	PEPD_ECOLI	485	P06621_refseq_selected_blast_msa	-	368	6.0e-12	50.0	0.0	2	3	0.0046	2.5	11.8076047897339	0.01	173	269	200	292	193	303	0.82	Cytosol non-specific dipeptidase		0
PEPD_ECOLI	PEPD_ECOLI	485	P06621_refseq_selected_blast_msa	-	368	6.0e-12	50.0	0.0	3	3	0.025	14	9.36046028137207	0.00	219	367	344	481	330	482	0.74	Cytosol non-specific dipeptidase		0
CNDP2_PONAB	CNDP2_PONAB	475	P06621_refseq_selected_blast_msa	-	368	7.2e-12	49.8	0.0	1	1	3.7e-13	2.0e-10	45.0027923583984	0.00	2	146	19	179	18	245	0.83	Cytosolic non-specific dipeptidase		0
ARGE_ARATH	ARGE_ARATH	440	P06621_refseq_selected_blast_msa	-	368	9.7e-12	49.3	0.0	1	1	5.6e-11	3.1e-08	37.8252334594727	0.02	47	206	76	242	49	248	0.79	Acetylornithine deacetylase		0
ILL5_ARATH	ILL5_ARATH	435	P06621_refseq_selected_blast_msa	-	368	1.1e-11	49.1	0.0	1	1	3.7e-14	2.0e-11	48.3017921447754	0.01	106	294	142	340	138	355	0.83	IAA-amino acid hydrolase ILR1-like 5		0
ALLC_BACSU	ALLC_BACSU	412	P06621_refseq_selected_blast_msa	-	368	1.3e-11	48.9	0.1	1	1	6.5e-11	3.5e-08	37.6340599060059	0.00	157	368	200	410	196	410	0.85	Allantoate amidohydrolase		0
CNDP2_MOUSE	CNDP2_MOUSE	475	P06621_refseq_selected_blast_msa	-	368	2.3e-11	48.1	0.0	1	1	2.6e-13	1.4e-10	45.5079917907715	0.00	2	146	19	179	18	193	0.81	Cytosolic non-specific dipeptidase	2zof_A	0
DAPEL_LEUMM	DAPEL_LEUMM	384	P06621_refseq_selected_blast_msa	-	368	2.6e-11	47.9	0.0	1	1	1.0e-13	5.4e-11	46.8872184753418	0.02	172	314	179	322	169	364	0.84	N-acetyldiaminopimelate deacetylase		0
Y1513_STAHJ	Y1513_STAHJ	383	P06621_refseq_selected_blast_msa	-	368	2.9e-11	47.8	0.0	1	1	8.1e-14	4.4e-11	47.174747467041	0.01	28	302	31	309	25	319	0.73	Uncharacterized hydrolase SH1513		0
ALLC_ECOLI	ALLC_ECOLI	411	P06621_refseq_selected_blast_msa	-	368	3.1e-11	47.7	0.0	1	1	4.3e-11	2.3e-08	38.2181930541992	0.00	156	368	196	407	188	407	0.81	Allantoate amidohydrolase	2imo_B	0
CNDP1_HUMAN	CNDP1_HUMAN	507	P06621_refseq_selected_blast_msa	-	368	3.6e-11	47.5	0.0	1	1	2.6e-12	1.4e-09	42.2130470275879	0.00	2	150	50	216	49	263	0.74	Beta-Ala-His dipeptidase	3dlj_B	0
YE48_SCHPO	YE48_SCHPO	596	P06621_refseq_selected_blast_msa	-	368	6.4e-11	46.6	0.0	1	2	2.5e-09	1.4e-06	32.4130325317383	0.00	53	137	180	270	148	336	0.77	Uncharacterized carboxypeptidase C24C9.08		0
YE48_SCHPO	YE48_SCHPO	596	P06621_refseq_selected_blast_msa	-	368	6.4e-11	46.6	0.0	2	2	0.0038	2.1	12.0574054718018	0.00	218	296	410	487	398	496	0.82	Uncharacterized carboxypeptidase C24C9.08		0
DAPEL_STRMU	DAPEL_STRMU	376	P06621_refseq_selected_blast_msa	-	368	1.2e-10	45.7	0.1	1	1	3.6e-13	1.9e-10	45.0615425109863	0.10	172	306	174	310	163	317	0.87	N-acetyldiaminopimelate deacetylase		0
CNDP1_RAT	CNDP1_RAT	492	P06621_refseq_selected_blast_msa	-	368	1.5e-10	45.4	0.0	1	1	8.3e-13	4.5e-10	43.8481330871582	0.00	2	182	25	229	24	239	0.72	Beta-Ala-His dipeptidase		0
CNDP2_RAT	CNDP2_RAT	475	P06621_refseq_selected_blast_msa	-	368	1.5e-10	45.4	0.0	1	1	1.9e-12	1.0e-09	42.7081680297852	0.01	2	146	19	179	18	185	0.80	Cytosolic non-specific dipeptidase		0
PEPD_HAEIN	PEPD_HAEIN	484	P06621_refseq_selected_blast_msa	-	368	1.8e-10	45.1	0.5	1	2	5.5e-05	0.03	18.1113662719727	0.01	11	144	22	156	13	191	0.72	Cytosol non-specific dipeptidase		0
PEPD_HAEIN	PEPD_HAEIN	484	P06621_refseq_selected_blast_msa	-	368	1.8e-10	45.1	0.5	2	2	0.00092	0.5	14.0985355377197	1.05	179	260	205	282	201	325	0.72	Cytosol non-specific dipeptidase		0
Y1078_STAES	Y1078_STAES	383	P06621_refseq_selected_blast_msa	-	368	1.9e-10	45.1	0.0	1	1	4.7e-13	2.5e-10	44.6804847717285	0.01	104	299	101	306	26	317	0.74	Uncharacterized hydrolase SE_1078		0
Y968_STAEQ	Y968_STAEQ	383	P06621_refseq_selected_blast_msa	-	368	2.4e-10	44.8	0.0	1	1	6.1e-13	3.3e-10	44.30712890625	0.01	105	299	102	306	27	317	0.77	Uncharacterized hydrolase SERP0968		0
DAPEL_LEUCK	DAPEL_LEUCK	387	P06621_refseq_selected_blast_msa	-	368	2.7e-10	44.6	0.0	1	1	8.0e-13	4.3e-10	43.9113998413086	0.02	172	303	180	313	169	368	0.81	N-acetyldiaminopimelate deacetylase		0
AAH2_SOYBN	AAH2_SOYBN	483	P06621_refseq_selected_blast_msa	-	368	3.2e-10	44.4	0.4	1	2	0.00019	0.1	16.3534088134766	0.28	23	135	82	174	76	182	0.71	Allantoate deiminase 2		0
AAH2_SOYBN	AAH2_SOYBN	483	P06621_refseq_selected_blast_msa	-	368	3.2e-10	44.4	0.4	2	2	0.0084	4.5	10.9429292678833	0.00	230	354	339	468	319	481	0.71	Allantoate deiminase 2		0
AAH1_SOYBN	AAH1_SOYBN	483	P06621_refseq_selected_blast_msa	-	368	3.4e-10	44.2	0.3	1	2	0.00013	0.068	16.9465770721436	0.33	23	134	82	173	75	182	0.68	Allantoate deiminase 1		0
AAH1_SOYBN	AAH1_SOYBN	483	P06621_refseq_selected_blast_msa	-	368	3.4e-10	44.2	0.3	2	2	0.012	6.7	10.3915853500366	0.00	230	351	339	465	320	479	0.72	Allantoate deiminase 1		0
CNDP1_MOUSE	CNDP1_MOUSE	492	P06621_refseq_selected_blast_msa	-	368	4.3e-10	43.9	0.0	1	1	2.8e-12	1.5e-09	42.105899810791	0.00	2	148	25	189	24	238	0.75	Beta-Ala-His dipeptidase		0
DAPEL_STRPI	DAPEL_STRPI	376	P06621_refseq_selected_blast_msa	-	368	5.8e-10	43.5	0.1	1	1	1.7e-12	9.4e-10	42.8034400939941	0.07	172	304	173	307	149	326	0.84	N-acetyldiaminopimelate deacetylase		0
DAPEL_STRR6	DAPEL_STRR6	376	P06621_refseq_selected_blast_msa	-	368	5.8e-10	43.5	0.1	1	1	1.7e-12	9.4e-10	42.8034400939941	0.07	172	304	173	307	149	326	0.84	N-acetyldiaminopimelate deacetylase		0
DAPEL_STRP2	DAPEL_STRP2	376	P06621_refseq_selected_blast_msa	-	368	5.8e-10	43.5	0.1	1	1	1.7e-12	9.4e-10	42.8034400939941	0.07	172	304	173	307	149	326	0.84	N-acetyldiaminopimelate deacetylase		0
DAPEL_STRPJ	DAPEL_STRPJ	376	P06621_refseq_selected_blast_msa	-	368	5.8e-10	43.5	0.1	1	1	1.7e-12	9.4e-10	42.8034400939941	0.07	172	304	173	307	149	326	0.84	N-acetyldiaminopimelate deacetylase		0
DAPEL_STRZJ	DAPEL_STRZJ	376	P06621_refseq_selected_blast_msa	-	368	5.8e-10	43.5	0.1	1	1	1.7e-12	9.4e-10	42.8034400939941	0.07	172	304	173	307	149	326	0.84	N-acetyldiaminopimelate deacetylase		0
P20D2_HUMAN	P20D2_HUMAN	436	P06621_refseq_selected_blast_msa	-	368	5.9e-10	43.5	0.0	1	1	1.5e-12	8.3e-10	42.9899291992188	0.00	121	306	152	335	132	347	0.77	Peptidase M20 domain-containing protein 2		0
DAPEL_STRPN	DAPEL_STRPN	376	P06621_refseq_selected_blast_msa	-	368	6.4e-10	43.4	0.2	1	1	2.0e-12	1.1e-09	42.5736236572266	0.19	172	304	173	307	160	326	0.83	N-acetyldiaminopimelate deacetylase		0
DAPEL_STRPS	DAPEL_STRPS	376	P06621_refseq_selected_blast_msa	-	368	6.6e-10	43.3	0.2	1	1	2.0e-12	1.1e-09	42.5736236572266	0.19	172	304	173	307	160	326	0.83	N-acetyldiaminopimelate deacetylase		0
DAPEL_STRP7	DAPEL_STRP7	376	P06621_refseq_selected_blast_msa	-	368	6.7e-10	43.3	0.2	1	1	2.0e-12	1.1e-09	42.5736236572266	0.19	172	304	173	307	160	326	0.83	N-acetyldiaminopimelate deacetylase		0
YPDE_ECOLI	YPDE_ECOLI	345	P06621_refseq_selected_blast_msa	-	368	7.0e-10	43.2	0.2	1	3	0.015	8.4	10.0640363693237	0.01	5	74	6	66	3	72	0.73	Aminopeptidase YpdE		0
YPDE_ECOLI	YPDE_ECOLI	345	P06621_refseq_selected_blast_msa	-	368	7.0e-10	43.2	0.2	2	3	0.0026	1.4	12.6299962997437	0.01	97	156	164	221	148	241	0.84	Aminopeptidase YpdE		0
YPDE_ECOLI	YPDE_ECOLI	345	P06621_refseq_selected_blast_msa	-	368	7.0e-10	43.2	0.2	3	3	0.00011	0.06	17.1265258789062	0.09	293	368	257	333	252	333	0.90	Aminopeptidase YpdE		0
Y1352_STAS1	Y1352_STAS1	385	P06621_refseq_selected_blast_msa	-	368	7.1e-10	43.2	0.0	1	1	3.1e-12	1.7e-09	41.9933013916016	0.00	108	296	105	303	98	313	0.76	Uncharacterized hydrolase SSP1352		0
Y1253_STAAB	Y1253_STAAB	383	P06621_refseq_selected_blast_msa	-	368	7.8e-10	43.1	0.0	1	1	2.3e-12	1.3e-09	42.3742485046387	0.00	106	296	103	303	81	315	0.78	Uncharacterized hydrolase SAB1253		0
Y1291_STAA3	Y1291_STAA3	383	P06621_refseq_selected_blast_msa	-	368	1.0e-09	42.7	0.0	1	1	3.7e-12	2.0e-09	41.704418182373	0.00	106	296	103	303	97	314	0.77	Uncharacterized hydrolase SAUSA300_1291		0
Y1286_STAAW	Y1286_STAAW	383	P06621_refseq_selected_blast_msa	-	368	1.0e-09	42.7	0.0	1	1	3.7e-12	2.0e-09	41.704418182373	0.00	106	296	103	303	97	314	0.77	Uncharacterized hydrolase MW1286		0
Y1399_STAA8	Y1399_STAA8	383	P06621_refseq_selected_blast_msa	-	368	1.0e-09	42.7	0.0	1	1	3.7e-12	2.0e-09	41.704418182373	0.00	106	296	103	303	97	314	0.77	Uncharacterized hydrolase SAOUHSC_01399		0
Y1339_STAAS	Y1339_STAAS	383	P06621_refseq_selected_blast_msa	-	368	1.0e-09	42.7	0.0	1	1	3.7e-12	2.0e-09	41.704418182373	0.00	106	296	103	303	97	314	0.77	Uncharacterized hydrolase SAS1339		0
Y1433_STAAC	Y1433_STAAC	383	P06621_refseq_selected_blast_msa	-	368	1.0e-09	42.7	0.0	1	1	3.7e-12	2.0e-09	41.704418182373	0.00	106	296	103	303	97	314	0.77	Uncharacterized hydrolase SACOL1433		0
DAPEL_STRZT	DAPEL_STRZT	376	P06621_refseq_selected_blast_msa	-	368	1.1e-09	42.5	0.1	1	1	3.4e-12	1.9e-09	41.8224220275879	0.14	172	304	173	307	159	326	0.82	N-acetyldiaminopimelate deacetylase		0
Y1410_STAAR	Y1410_STAAR	383	P06621_refseq_selected_blast_msa	-	368	1.1e-09	42.5	0.0	1	1	4.2e-12	2.3e-09	41.5517959594727	0.00	107	296	104	303	98	313	0.77	Uncharacterized hydrolase SAR1410		0
AAH_ORYSJ	AAH_ORYSJ	491	P06621_refseq_selected_blast_msa	-	368	1.3e-09	42.4	0.3	1	2	0.0014	0.75	13.5172300338745	0.04	24	118	78	150	71	184	0.67	Probable allantoate deiminase		0
AAH_ORYSJ	AAH_ORYSJ	491	P06621_refseq_selected_blast_msa	-	368	1.3e-09	42.4	0.3	2	2	0.0015	0.81	13.4071950912476	0.09	230	319	333	420	319	473	0.76	Probable allantoate deiminase		0
DAPEL_OENOB	DAPEL_OENOB	382	P06621_refseq_selected_blast_msa	-	368	1.3e-09	42.3	0.0	1	1	3.2e-12	1.7e-09	41.9321212768555	0.01	172	350	178	359	105	368	0.81	N-acetyldiaminopimelate deacetylase		0
DAPEL_STRSV	DAPEL_STRSV	377	P06621_refseq_selected_blast_msa	-	368	1.3e-09	42.3	0.0	1	1	3.7e-12	2.0e-09	41.7246589660645	0.00	172	304	173	307	158	346	0.82	N-acetyldiaminopimelate deacetylase		0
Y3995_MYCS2	Y3995_MYCS2	438	P06621_refseq_selected_blast_msa	-	368	1.4e-09	42.2	0.6	1	1	8.4e-11	4.5e-08	37.2644538879395	1.32	171	367	228	424	187	425	0.86	Putative hydrolase MSMEG_3995/MSMEI_3903		0
